email,first_name,initials,last_name,dob,gender,role,phone,street_address,city,state_province,postal_code,country,password1,password2
albert_popescu@bivgs.com,Albert,B,Popescu,9/27/2012,male,student,+4748187513,Bergenga 191,Førde,Førde,9111,NO,@0BusiaKenya,@0BusiaKenya
gloria_rossi@bivgs.com,Gloria,O,Rossi,8/12/2012,female,student,+4748184233,Bergbakken 55,Moelv,Moelv,8463,NO,@0BusiaKenya,@0BusiaKenya
willie_hansen@bivgs.com,Willie,L,Hansen,5/1/2012,male,student,+4748183394,Lundbråten 76,Arendal,Arendal,5359,NO,@0BusiaKenya,@0BusiaKenya
eleanor_schneider@bivgs.com,Eleanor,E,Schneider,5/20/2012,female,student,+4748186389,Bergbakken 103,Narvik,Narvik,6815,NO,@0BusiaKenya,@0BusiaKenya
gabriel_lindberg@bivgs.com,Gabriel,B,Lindberg,1/10/2012,male,student,+4748188782,Vikplassen 83,Førde,Førde,6228,NO,@0BusiaKenya,@0BusiaKenya
cassandra_schneider@bivgs.com,Cassandra,S,Schneider,12/2/2012,female,student,+4748184008,Solbakken 190,Sandvika,Sandvika,5442,NO,@0BusiaKenya,@0BusiaKenya
logan_andersen@bivgs.com,Logan,G,Andersen,7/8/2012,male,student,+4748183673,Fjordgata 97,Sandvika,Sandvika,9154,NO,@0BusiaKenya,@0BusiaKenya
marilyn_kowalski@bivgs.com,Marilyn,R,Kowalski,9/28/2012,female,student,+4748187721,Elvstien 23,Kongsvinger,Kongsvinger,3473,NO,@0BusiaKenya,@0BusiaKenya
amber_popescu@bivgs.com,Amber,B,Popescu,6/8/2012,female,student,+4748187422,Havgata 158,Arendal,Arendal,6531,NO,@0BusiaKenya,@0BusiaKenya
juan_dimitrov@bivgs.com,Juan,A,Dimitrov,9/18/2012,male,student,+4748189785,Skogenga 66,Sogndal,Sogndal,8147,NO,@0BusiaKenya,@0BusiaKenya
danielle_lindberg@bivgs.com,Danielle,N,Lindberg,1/24/2012,female,student,+4748185857,Havplassen 180,Sandvika,Sandvika,3585,NO,@0BusiaKenya,@0BusiaKenya
wayne_petrov@bivgs.com,Wayne,Y,Petrov,7/18/2012,male,student,+4748186602,Elvstien 101,Alta,Alta,4088,NO,@0BusiaKenya,@0BusiaKenya
randy_ivanov@bivgs.com,Randy,N,Ivanov,3/17/2012,male,student,+4748186527,Fjordbråten 150,Fauske,Fauske,5839,NO,@0BusiaKenya,@0BusiaKenya
diana_kowalski@bivgs.com,Diana,A,Kowalski,2/10/2012,female,student,+4748189738,Elvhagen 63,Sandvika,Sandvika,4394,NO,@0BusiaKenya,@0BusiaKenya
louis_dimitrov@bivgs.com,Louis,U,Dimitrov,12/20/2012,male,student,+4748187334,Vikbakken 192,Arendal,Arendal,7529,NO,@0BusiaKenya,@0BusiaKenya
natalie_kowalski@bivgs.com,Natalie,T,Kowalski,8/18/2012,female,student,+4748188556,Dalplassen 63,Kirkenes,Kirkenes,6877,NO,@0BusiaKenya,@0BusiaKenya
sophia_dimitrov@bivgs.com,Sophia,P,Dimitrov,2/7/2012,female,student,+4748184105,Havveien 138,Gjøvik,Gjøvik,5891,NO,@0BusiaKenya,@0BusiaKenya
vincent_popescu@bivgs.com,Vincent,N,Popescu,6/24/2012,male,student,+4748188785,Skoggata 128,Lillestrøm,Lillestrøm,1447,NO,@0BusiaKenya,@0BusiaKenya
isabella_dubois@bivgs.com,Isabella,A,Dubois,8/21/2012,female,student,+4748185668,Solbakken 74,Hønefoss,Hønefoss,9323,NO,@0BusiaKenya,@0BusiaKenya
bobby_ivanov@bivgs.com,Bobby,B,Ivanov,4/15/2012,male,student,+4748188245,Fjordenga 186,Kongsvinger,Kongsvinger,3390,NO,@0BusiaKenya,@0BusiaKenya
charlotte_hansen@bivgs.com,Charlotte,A,Hansen,9/24/2012,female,student,+4748186671,Skogenga 6,Notodden,Notodden,4777,NO,@0BusiaKenya,@0BusiaKenya
joseph_kiso_walekhwa@yahoo.com,Joseph Kiso,S,Walekhwa,3/3/2012,male,student,+4796514389,Åsveien 10,Hønefoss,Hønefoss,2684,NO,@0BusiaKenya,@0BusiaKenya
raymond_juma@yahoo.com,Raymond,Y,Jumah,4/7/2012,male,student,+4796111111,Berghagen 184,Moelv,Moelv,1521,NO,@0BusiaKenya,@0BusiaKenya
mary_warlop@testteacher.no,Mary,R,Warlop,6/20/1992,female,teacher,+4796809890,Fjordhagen 152,Kirkenes,Kirkenes,5577,NO,@0BusiaKenya,@0BusiaKenya
elizabeth_ehling@testteacher.no,Elizabeth,I,Ehling,8/24/1975,female,teacher,+4796281435,Solbråten 106,Kongsvinger,Kongsvinger,4936,NO,@0BusiaKenya,@0BusiaKenya
sarah_stauskas@testteacher.no,Sarah,R,Stauskas,9/20/1985,female,teacher,+4796699765,Fjordplassen 63,Sandvika,Sandvika,9686,NO,@0BusiaKenya,@0BusiaKenya
hannah_kisser@testteacher.no,Hannah,N,Kisser,12/22/1981,female,teacher,+4796189692,Skoggata 170,Kongsvinger,Kongsvinger,4174,NO,@0BusiaKenya,@0BusiaKenya
rebecca_silkoset@testteacher.no,Rebecca,B,Silkoset,3/27/1979,female,teacher,+4796271416,Bergbakken 184,Kirkenes,Kirkenes,3150,NO,@0BusiaKenya,@0BusiaKenya
anna_nerstad@testteacher.no,Anna,N,Nerstad,12/25/1986,female,teacher,+4796335947,Elvplassen 64,Sogndal,Sogndal,3926,NO,@0BusiaKenya,@0BusiaKenya
rachel_wang@testteacher.no,Rachel,C,Wang,12/3/1989,female,teacher,+4796590560,Lundenga 75,Gjøvik,Gjøvik,9539,NO,@0BusiaKenya,@0BusiaKenya
leah_fieseler@testteacher.no,Leah,A,Fieseler,1/19/1981,female,teacher,+4796136827,Elvgata 184,Moelv,Moelv,2313,NO,@0BusiaKenya,@0BusiaKenya
martha_andersen@testteacher.no,Martha,R,Andersen,8/7/1994,female,teacher,+4796803151,Skoghagen 182,Arendal,Arendal,8431,NO,@0BusiaKenya,@0BusiaKenya
esther_brinch@testteacher.no,Esther,T,Brinch,2/13/1985,female,teacher,+4796672934,Skogstien 138,Kirkenes,Kirkenes,6390,NO,@0BusiaKenya,@0BusiaKenya
naomi_bruno@testteacher.no,Naomi,O,Bruno,9/13/1995,female,teacher,+4796687375,Havplassen 145,Sogndal,Sogndal,9971,NO,@0BusiaKenya,@0BusiaKenya
lydia_canova@testteacher.no,Lydia,D,Canova,9/26/1977,female,teacher,+4796423128,Åsenga 148,Lillestrøm,Lillestrøm,4326,NO,@0BusiaKenya,@0BusiaKenya
joanna_eriksen@testteacher.no,Joanna,A,Eriksen,6/4/1996,female,teacher,+4796563275,Skoghagen 36,Narvik,Narvik,4701,NO,@0BusiaKenya,@0BusiaKenya
abigail_fiva@testteacher.no,Abigail,I,Fiva,6/8/1997,female,teacher,+4796129140,Dalbråten 38,Moelv,Moelv,8863,NO,@0BusiaKenya,@0BusiaKenya
simon_galle@testteacher.no,Simon,M,Galle,5/18/1993,male,teacher,+4796728478,Lundveien 137,Lillestrøm,Lillestrøm,7128,NO,@0BusiaKenya,@0BusiaKenya
benny_geys@testteacher.no,Benny,N,Geys,5/26/1974,male,teacher,+4796568401,Fjordenga 102,Kirkenes,Kirkenes,6053,NO,@0BusiaKenya,@0BusiaKenya
david_kreiberg@testteacher.no,David,V,Kreiberg,7/21/1991,male,teacher,+4796341931,Vikhagen 177,Arendal,Arendal,9792,NO,@0BusiaKenya,@0BusiaKenya
lin_ma@testteacher.no,Lin,N,Ma,1/27/1984,male,teacher,+4796599929,Åsstien 11,Gjøvik,Gjøvik,4505,NO,@0BusiaKenya,@0BusiaKenya
espen_moen@testteacher.no,Espen,P,Moen,11/19/1990,male,teacher,+4796179167,Bergplassen 94,Gjøvik,Gjøvik,2353,NO,@0BusiaKenya,@0BusiaKenya
knut_mork@testteacher.no,Knut,U,Mork,3/17/1988,male,teacher,+4796931406,Bergbråten 140,Moelv,Moelv,4988,NO,@0BusiaKenya,@0BusiaKenya
plamen_nenov@testteacher.no,Plamen,A,Nenov,11/13/1985,male,teacher,+4796183891,Vikgata 131,Stjørdal,Stjørdal,9403,NO,@0BusiaKenya,@0BusiaKenya
christian_riis@testteacher.no,Christian,R,Riis,2/27/1992,male,teacher,+4796705861,Åsbakken 183,Moelv,Moelv,3409,NO,@0BusiaKenya,@0BusiaKenya
alessia_russo@testteacher.no,Alessia,E,Russo,1/2/1980,female,teacher,+4796126949,Vikenga 118,Hønefoss,Hønefoss,9005,NO,@0BusiaKenya,@0BusiaKenya
erling_larsen@testteacher.no,Erling,L,Larsen,8/5/1985,female,teacher,+4796737098,Bergplassen 44,Lillestrøm,Lillestrøm,7812,NO,@0BusiaKenya,@0BusiaKenya
albert_satorra@testteacher.no,Albert,B,Satorra,11/12/1984,male,teacher,+4796721499,Elvstien 90,Hønefoss,Hønefoss,9135,NO,@0BusiaKenya,@0BusiaKenya
genaro_sucarrat@testteacher.no,Genaro,N,Sucarrat,9/18/1982,male,teacher,+4796535997,Bergplassen 6,Moss,Moss,2938,NO,@0BusiaKenya,@0BusiaKenya
anders_tveit@testteacher.no,Anders,D,Tveit,12/20/1974,male,teacher,+4796700004,Skoghagen 168,Førde,Førde,3345,NO,@0BusiaKenya,@0BusiaKenya
adrien_vigier@testteacher.no,Adrien,R,Vigier,5/10/1977,male,teacher,+4796873416,Fjordgata 102,Levanger,Levanger,1020,NO,@0BusiaKenya,@0BusiaKenya
deborah_cross@testteacher.no,Deborah,B,Cross,6/9/1983,female,teacher,+4796525685,Lundbråten 61,Levanger,Levanger,7095,NO,@0BusiaKenya,@0BusiaKenya
francisco_martinez@testteacher.no,Francisco,A,Martinez,12/19/1997,male,teacher,+4796914415,Skogbakken 183,Lillestrøm,Lillestrøm,4814,NO,@0BusiaKenya,@0BusiaKenya
gisle_natvik@testteacher.no,Gisle,S,Natvik,7/9/1984,male,teacher,+4796128178,Solhagen 24,Tynset,Tynset,9012,NO,@0BusiaKenya,@0BusiaKenya
